"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added"
"5864","Dr. Mario","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:29:59"
"10128","Dr. Robotnik's Mean Bean Machine","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:26:51"
"10128","Dr. Robotnik's Mean Bean Machine","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:38:14"
"8212","Draconus: Cult of the Wyrm","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:10"
"9399","Dracula Unleashed","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:03"
"130207","Dragon Ball FighterZ","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:35:28"
"139494","Dragon Ball FighterZ","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2018-11-11 23:04:17"
"1288","Dragon Ball Z: Budokai","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:44:07"
"36842","Dragon Ball Z: Super Butōden","Super Famicom [JP]","","No","No","No","No","","0000-00-00","2015-10-11 23:38:50"
"106962","Dragon Ball: Xenoverse - Day One Edition","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"113827","Dragon Ball: Xenoverse 2","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:38:27"
"16043","Dragon Force (Astea disc)","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:13:30"
"5462","Dragon Power","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2017-07-25 00:26:43"
"105603","Dragon Quest Heroes: The World Tree's Woe and the Blight Below - Day One Edition","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"9","Dragon Quest IX: Sentinels of the Starry Skies","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:33:21"
"4877","Dragon Quest V: Hand of the Heavenly Bride","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:32:17"
"21738","Dragon Quest VI: Maboroshi no Daichi","Super Famicom [JP]","","No","No","No","No","","0000-00-00","2015-10-11 23:39:12"
"10829","Dragon Spirit","TurboGrafx-16 [NA]","28.99","Yes","Yes","Yes","No","0.00","1993-01-01","2015-10-06 23:52:54"
"18653","Dragon Warrior (butterscotch label)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 09:38:42"
"5919","Dragon Warrior II","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:28:49"
"37969","Dragon's Crown","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:19:21"
"37970","Dragon's Crown","PlayStation Vita [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:19:21"
"144238","Dragon's Crown Pro - Battle-Hardened Edition","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"10990","Dragon's Curse","TurboGrafx-16 [NA]","110.00","Yes","Yes","Yes","No","0.00","1993-01-01","2015-10-06 23:52:54"
"15707","Dragster","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:36:26"
"1832","Drakan: The Ancients' Gates","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:42:02"
"11876","Drakkhen","Super Nintendo [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 19:02:29"
"11019","Dreamcast Collection","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:25:56"
"15536","Drop Off","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","Yes","29.99","0000-00-00","2018-01-16 13:15:48"
"1640","Duel Masters - Limited Edition","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:42:52"
"10946","Dungeon Explorer","TurboGrafx-16 [NA]","35","Yes","Yes","Yes","No","0.00","1993-01-01","2015-10-06 23:52:54"
"25586","Dungeon Explorer: Warriors of Ancient Arts","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:32:47"
"5922","Dungeon Magic: Sword of the Elements","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:24:56"
"10133","Dungeons & Dragons: Warriors of the Eternal Sun","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:38:14"
"13563","Dynastic Hero","PC Engine CD [JP]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-03-05 21:06:30"
"1048","Dynasty Warriors 5","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"9209","E.T. The Extra Terrestrial","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:36:26"
"18726","EA Sports Active 2","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:22:01"
"18129","Earth Defense Force: Insect Armageddon","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:24:47"
"10139","Earthworm Jim 2","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:38:14"
"9405","Ecco the Dolphin","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:03"
"10140","Ecco the Dolphin","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:38:14"
"1843","Ecco the Dolphin: Defender of the Future","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:45:18"
"8217","Ecco the Dolphin: Defender of the Future","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:10"
"9407","Ecco: The Tides of Time","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:03"
"10141","Ecco: The Tides of Time","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:38:14"
"35766","Ed, Edd n Eddy: The Mis-Edventures","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 16:40:27"
"1420","eJay Clubworld","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:44:42"
"77639","El Tigre: The Adventures Of Manny Rivera","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 16:40:45"
"86414","Elder Scrolls Online, The: Tamriel Unlimited","Xbox One [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:44:01"
"8216","Elemental Gimmick Gear","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:15:37"
"124","Elite Beat Agents","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:52:25"
"124","Elite Beat Agents","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:41:44"
"391","Enclave","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:34:47"
"15370","Encounter at L-5","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:20:27"
"12778","Enduro","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:36:50"
"1041","Escape From Monkey Island","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:44:32"
"2260","Eternal Darkness: Sanity's Requiem","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:17:49"
"13151","Eternal Sonata","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:08:02"
"10151","Evander Holyfield's ""Real Deal"" Boxing (Made in U.S.A.)","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:39:26"
"1423","EverQuest: Online Adventures","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:25:13"
"29588","Every Extend Extra","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-02 23:56:37"
"749","Evil Dead: A Fistful of Boomstick","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:35:44"
"2433","Evolution Worlds","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:08:55"
"8223","Evolution: The World of Sacred Device","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:10"
"6536","Excalibur 2555 A.D.","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:19:32"
"1289","Extermination","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:45:28"
"1857","EyeToy: Groove","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:44:56"
"36329","EyeToy: Play","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:28:01"
"10161","F-22 Interceptor: Advanced Tactical Fighter","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:20:17"
"2174","F-Zero GX","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:20:19"
"3005","F-Zero: Maximum Velocity","Game Boy Advance [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:49:11"
"18162","Fable III","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:12:17"
"18162","Fable III","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:24:16"
"15537","Falcon","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","Yes","31.95","0000-00-00","2018-01-16 13:13:25"
"4790","Fallout 3","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:05:14"
"41269","Family Feud: 2012 Edition","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:41:04"
"10942","Fantasy Zone","TurboGrafx-16 [NA]","","No","No","No","No","","0000-00-00","2017-07-11 18:51:02"
"1153","FantaVision","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:21:17"
"10168","Fatal Labyrinth","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-12 10:52:03"
"10168","Fatal Labyrinth","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:26:01"
"6550","Fear Effect","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:17:21"
"49943","FIFA 14","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:34:18"
"8229","Fighting Force 2","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:44"
"13982","Fighting Street","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:01:42"
"6569","Final Fantasy Anthology","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-16 18:42:24"
"15228","Final Fantasy Chronicles - Greatest Hits","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-16 18:42:46"
"24695","Final Fantasy Crystal Chronicles: Echoes of Time","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-02-16 18:57:28"
"16383","Final Fantasy Crystal Chronicles: Ring of Fates","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-02-16 18:57:49"
"87859","Final Fantasy Explorers","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-16 18:58:14"
"2594","Final Fantasy I & II: Dawn of Souls","Game Boy Advance [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-16 21:48:19"
"9564","Final Fantasy II","Super Nintendo [NA]","","Yes","Yes","No","No","0.00","0000-00-00","2017-03-20 08:23:49"
"9564","Final Fantasy II","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:55:08"
"9565","Final Fantasy III","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:55:09"
"9249","Final Fantasy III","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:44:26"
"4909","Final Fantasy IV","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:44:26"
"6573","Final Fantasy IX","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:15:31"
"6574","Final Fantasy Origins","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-16 18:39:50"
"6575","Final Fantasy Tactics","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:13:53"
"106610","Final Fantasy Type-0 HD","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:42:37"
"17714","Final Fantasy V","Super Famicom [JP]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-08 21:00:17"
"4918","Final Fantasy VII","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:15:31"
"92903","Final Fantasy VII","PlayStation Network (PS4) [NA]","","No","No","No","No","","0000-00-00","2017-01-29 15:00:43"
"85640","Final Fantasy VII Remake","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"6578","Final Fantasy VIII","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:15:31"
"1062","Final Fantasy X","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:45:53"
"57333","Final Fantasy X | X-2 HD Remaster (Art Cards Included)","PlayStation Vita [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-03-03 08:30:19"
"1050","Final Fantasy X-2","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:26:36"
"11359","Final Fantasy XII","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-02-22 10:31:07"
"105784","Final Fantasy XII: The Zodiac Age","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"13286","Final Fantasy XIII","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:30:51"
"49673","Final Fantasy XV","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:42:06"
"8503","Final Fantasy: Mystic Quest","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:50:56"
"8503","Final Fantasy: Mystic Quest","Super Nintendo [NA]","","Yes","Yes","No","No","0.00","0000-00-00","2017-03-20 08:23:20"
"17270","Final Fantasy: The 4 Heroes of Light","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:44:26"
"9416","Final Fight CD","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:28"
"10823","Final Lap Twin","TurboGrafx-16 [NA]","15","Yes","Yes","Yes","No","13.99","2016-03-06","2016-03-07 07:45:57"
"2597","Fire Emblem","Game Boy Advance [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:47:36"
"17298","Fire Emblem: Radiant Dawn","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:46:59"
"29929","Fishing Derby","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:38:32"
"29660","Fist of the North Star: Ken's Rage","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:26:55"
"29660","Fist of the North Star: Ken's Rage","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-02-26 21:42:02"
"53003","Fist of the North Star: Ken's Rage 2","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:09:02"
"8231","Floigan Bros. Episode 1","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:44"
"17480","Food Fight","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:13"
"21926","Football (Picture Label)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:37:52"
"1412","Forgotten Realms: Demon Stone","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:42:26"
"10183","Forgotten Worlds","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:39:56"
"5002","Forsaken 64","Nintendo 64 [NA]","","Yes","No","Yes","Yes","0.00","0000-00-00","2018-11-12 10:37:13"
"35121","Freeway (blue text label)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:38:32"
"1866","Frequency","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:45:39"
"5475","Friday the 13th (round Seal)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:25:41"
"17590","Frogger","Atari 5200 [NA]","","Yes","Yes","Yes","Yes","10.00","0000-00-00","2018-03-04 15:12:34"
"119","Fullmetal Alchemist: Dual Sympathy","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:37:12"
"145328","Future Unfolding","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:11:33"
"7983","Galactic Attack","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:14:03"
"15538","Galaga '90","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","No","31.95","2017-06-29","2017-06-29 19:19:58"
"17503","Galaxian","Atari 5200 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:34:13"
"3017","Galidor: Defenders of the Outer Dimension","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-11-02 23:51:38"
"37621","Game Party in Motion","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:21:20"
"13968","Gate of Thunder (4-in-1 Super CD)","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:01:42"
"1217","Gauntlet: Dark Legacy","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"393","Gauntlet: Dark Legacy","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:36:38"
"1","Gears of War","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:24:54"
"4787","Gears of War 2","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:23:31"
"5962","Genghis Khan","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:37:18"
"497","Genma Onimusha","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:36:38"
"10893","Global Defense","Sega Master System [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 16:38:52"
"13292","God of War III","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:22:03"
"10206","Golden Axe","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:40:31"
"10207","Golden Axe II","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:40:31"
"5010","Golden Nugget 64","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:40:56"
"2656","Golden Sun","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:41:35"
"9695","Golden Sun: Dark Dawn","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 10:58:39"
"9695","Golden Sun: Dark Dawn","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:48:05"
"2586","Golden Sun: The Lost Age","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:41:35"
"5733","Golgo 13: Top Secret Episode","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:28:12"
"5733","Golgo 13: Top Secret Episode","Nintendo Entertainment System [US]","Boxed","Yes","Yes","Yes","Yes","18.00","0000-00-00","2018-04-19 08:45:11"
"15185","Golvellius: Valley of Doom","Sega Master System [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:59:16"
"5482","Goonies II, The (3 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:36:00"
"1246","Gran Turismo 3: A-Spec","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:46:40"
"15274","Grand Prix","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:39:32"
"126","Grand Theft Auto IV","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:05:49"
"67362","Grand Theft Auto V","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:15:14"
"6642","Grandia","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:15:01"
"8238","Grandia II","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:00:44"
"1363","Grandia Xtreme","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:46:23"
"10885","Great Baseball (Made in Japan)","Sega Master System [NA]","","No","No","No","No","","0000-00-00","2017-03-19 16:59:56"
"10935","Great Basketball","Sega Master System [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:00:18"
"14551","Great Golf","Sega Master System [NA]","","No","No","No","No","","0000-00-00","2017-03-19 16:59:29"
"5649","Gremlins 2: The New Batch","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:30:24"
"7990","Guardian Heroes","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:14:03"
"5734","Guardian Legend, The","Nintendo Entertainment System [US]","","Yes","No","No","No","12.00","0000-00-00","2015-10-18 16:06:22"
"5","Guitar Hero","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:47:21"
"4","Guitar Hero II","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:47:33"
"11637","Guitar Hero II","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:09:27"
"96","Guitar Hero III: Legends of Rock","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:07:39"
"144099","Guitar Hero Live","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:05:57"
"91071","Guitar Hero Live","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:38:48"
"30016","Guitar Hero:  World Tour - Complete Guitar Game","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:06:40"
"4811","Guitar Hero: World Tour","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:34:11"
"8240","Gunbird 2","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:19:05"
"15540","Gunboat","TurboGrafx-16 [NA]","","No","No","No","No","","0000-00-00","2016-04-03 13:45:52"
"23806","Gunstringer, The","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:29:46"
"766","GunValkyrie","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:37:25"
"40","Halo 3","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:23:14"
"278","Halo: Combat Evolved","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:37:25"
"69216","Halo: The Master Chief Collection","Xbox One [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:43:40"
"9290","Hard Drivin'","Atari Lynx [NA]","None","Yes","No","No","No","0.00","0000-00-00","2017-03-21 16:01:32"
"117990","Has-Been Heroes","Nintendo Switch [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 14:43:19"
"21915","Haunted House (Sears)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 21:39:32"
"26657","Heroes of Ruin","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:57:28"
"85564","Horizon: Zero Dawn","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:35:39"
"500","Hunter: The Reckoning","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:37:45"
"122385","Hyper Light Drifter","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:37:13"
"1141","Ico","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:47:46"
"11197","Illusion of Gaia","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:52:04"
"10833","Impossamole","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2016-04-03 13:46:16"
"11218","inFamous","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:22:46"
"16883","inFamous 2","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:22:46"
"6721","InuYasha: A Feudal Fairy Tale","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:14:39"
"13989","J. B. Harold Murder Club","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:04:09"
"10866","J.J. & Jeff","TurboGrafx-16 [NA]","40","Yes","Yes","Yes","No","16.48","2016-03-05","2016-03-05 19:16:05"
"15542","Jack Nicklaus: Turbo Golf","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","Yes","17.50","0000-00-00","2018-03-07 00:03:11"
"15543","Jackie Chan's Action Kung Fu","TurboGrafx-16 [NA]","150","Yes","No","Yes","No","0.00","1993-01-01","2015-10-06 23:52:54"
"9427","Jaguar XJ220","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:28"
"8252","Jet Grind Radio","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:01:13"
"11980","Jim Power: The Lost Dimension in 3-D","Super Nintendo [NA]","","Yes","No","Yes","No","0.00","0000-00-00","2018-11-11 19:04:01"
"21563","Jinks","Atari 7800 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:31:23"
"6005","John Elway's Quarterback","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:38:20"
"8005","Johnny Bazookatone","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:14:42"
"9193","Journey Escape","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:11:15"
"17481","Joust","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:13"
"51741","Joust (oval seal)","Nintendo Entertainment System [US]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-07-18 18:05:20"
"501","JSRF: Jet Set Radio Future","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:38:08"
